,movieId,imdbId
411,416,109198
412,417,109219
413,418,106379
414,419,106400
415,420,109254
416,421,109279
417,422,109297
418,423,109303
419,424,109305
420,425,109306
421,426,106452
422,427,106471
423,428,106489
424,429,109361
425,430,106505
426,431,106519
427,432,109439
428,433,109443
429,434,106582
430,435,106598
431,436,109456
432,437,109480
433,438,109493
434,439,106660
435,440,106673
436,441,106677
437,442,106697
438,443,109729
439,444,106834
440,445,106873
441,446,106332
442,447,109783
443,448,106881
444,449,106880
445,450,111732
446,451,106926
447,452,111712
448,453,106941
449,454,106918
450,455,106965
451,456,109842
452,457,106977
453,458,107004
454,459,109890
455,460,109891
456,461,109913
457,462,109920
458,463,107057
459,464,107076
460,465,107096
461,466,107144
462,467,113674
463,468,112966
464,469,107151
465,470,110064
466,471,110074
467,472,110097
468,473,110123
469,474,107206
470,475,107207
471,476,110137
472,477,108551
473,478,110197
474,479,107286
475,480,107290
476,481,107302
477,482,110265
478,483,107322
479,484,110305
480,485,107362
481,486,107413
482,487,110353
483,488,107468
484,489,107478
485,490,107497
486,491,107501
487,492,107507
488,493,107554
489,494,116253
490,495,74102
491,496,111689
492,497,107616
493,498,107611
494,499,107613
495,500,107614
496,501,107653
497,502,110657
498,503,110649
499,504,110678
500,505,110687
501,506,107756
502,507,107808
503,508,107818
504,509,107822
505,510,107840
506,511,107889
507,512,111003
508,513,110939
509,514,110955
510,515,107943
511,516,110971
512,517,107969
513,518,111001
514,519,107978
515,520,107977
516,521,107983
517,522,105275
518,523,108000
519,524,108002
520,525,108026
521,526,105032
522,527,108052
523,528,111094
524,529,108065
525,530,111102
526,531,108071
527,532,111127
528,533,111143
529,534,108101
530,535,108122
531,536,111194
532,537,111201
533,538,108149
534,539,108160
535,540,108162
536,541,83658
537,542,108186
538,543,108174
539,544,108238
540,546,108255
541,547,111323
542,548,111400
543,549,108328
544,550,111418
545,551,107688
546,552,108333
547,553,108358
548,554,111488
549,555,108399
550,556,108515
551,558,110763
552,559,107779
553,560,109226
554,561,110259
555,562,114906
556,563,107002
557,564,109403
558,565,104029
559,566,110623
560,567,107315
561,568,106408
562,569,110363
563,570,107349
564,571,111709
565,572,109828
566,573,107225
567,574,111252
568,575,110366
569,576,106878
570,577,109120
571,579,108059
572,580,110892
573,581,112651
574,582,107642
575,583,109382
576,584,106678
577,585,112572
578,586,99785
579,587,99653
580,588,103639
581,589,103064
582,590,99348
583,591,114706
584,592,96895
585,593,102926
586,594,29583
587,595,101414
588,596,32910
589,597,100405
590,598,110719
591,599,65214
592,600,110395
593,601,111752
594,602,109934
595,603,112606
596,604,115978
597,605,117247
598,606,112625
599,607,106537
600,608,116282
601,609,116552
602,610,82509
603,611,116514
604,612,117283
605,613,116684
606,614,110374
607,615,70506
608,616,65421
609,617,113083
610,618,118001
611,619,116165
612,620,102855
613,621,107471
614,623,113839
615,625,90665
616,626,117891
617,627,113613
618,628,117381
619,629,114305
620,630,115837
621,631,115509
622,632,114671
623,633,112844
624,634,114658
625,635,116275
626,636,113122
627,637,117608
628,638,113448
629,639,116414
630,640,116095
631,641,111543
632,642,117517
633,643,117312
634,644,116485
635,645,113947
636,647,115956
637,648,117060
638,649,109028
639,650,117071
640,651,117788
641,652,112257
642,653,116136
643,654,118026
644,655,117117
645,656,116168
646,657,111787
647,658,112509
648,659,54189
649,660,115591
650,661,116683
651,662,116287
652,663,116768
653,664,116269
654,665,114787
655,666,113720
656,667,112536
657,668,48473
658,670,52572
659,671,117128
660,672,114616
661,673,117705
662,674,62711
663,675,110061
664,676,140614
665,678,108181
666,679,114307
667,680,58898
668,681,82206
669,682,111430
670,683,107727
671,684,81759
672,685,113443
673,687,109491
674,688,114048
675,690,111613
676,691,117104
677,692,117688
678,693,109751
679,694,117774
680,695,114736
681,696,112604
682,697,116289
683,698,109593
684,699,103095
685,700,112368
686,701,104046
687,702,62952
688,703,115742
689,704,117420
690,705,115951
691,706,117784
692,707,117107
693,708,117979
694,709,95776
695,710,115851
696,711,116322
697,712,109374
698,713,110712
699,714,112817
700,715,113362
701,716,73778
702,717,112546
703,718,108500
704,719,117108
705,720,118114
706,721,114103
707,722,113270
708,723,92123
709,724,115963
710,725,116448
711,726,116827
712,727,114894
713,728,112701
714,729,113429
715,730,125877
716,731,116508
717,732,117260
718,733,117500
719,734,116405
720,735,109592
721,736,117998
722,737,115624
723,738,113145
724,739,116559
725,741,113568
726,742,117894
727,743,117723
728,744,112586
729,745,112691
730,746,40366
731,747,117768
732,748,115571
733,749,31612
734,750,57012
735,751,103926
736,752,105737
737,753,113849
738,754,113188
739,755,42644
740,756,109381
741,757,109688
742,758,104606
743,759,110480
744,760,108211
745,761,117331
746,762,117765
747,763,116833
748,764,113280
749,765,116669
750,766,116594
751,767,113211
752,768,114494
753,769,116992
754,770,38426
755,771,94265
756,772,105201
757,773,70820
758,774,84898
759,775,63715
760,776,109191
761,777,114122
762,778,117951
763,779,118523
764,780,116629
765,781,117737
766,782,116277
767,783,116583
768,784,115798
769,785,116778
770,786,116213
771,787,113147
772,788,117218
773,789,100990
774,790,111546
775,791,113610
776,792,93199
777,793,106810
778,794,111180
779,795,111237
780,796,72362
781,797,103207
782,798,116040
783,799,116365
784,800,116905
785,801,116493
786,802,117333
787,803,118113
788,804,117628
789,805,117913
790,806,115530
791,807,114266
792,808,115493
793,809,116320
794,810,116756
795,812,109356
796,813,116823
797,814,112568
798,815,114170
799,816,117999
800,818,118073
801,819,108220
802,820,49521
803,821,112746
804,822,104403
805,823,61495
806,824,110246
807,825,116164
808,826,112865
809,827,112716
810,828,115472
811,829,116707
812,830,116313
813,831,114550
814,832,117438
815,833,116531
816,834,117332
817,835,116353
818,836,115857
819,837,117008
820,838,116191
821,839,115986
822,840,116571
823,841,53459
824,842,117826
825,843,113695
826,844,108227
827,845,111424
828,846,113080
829,847,115680
830,848,117718
831,849,116225
832,850,112767
833,851,115632
834,852,117918
835,853,104109
836,854,51980
837,855,100840
838,856,107575
839,857,42054
840,858,68646
841,859,116536
842,860,109255
843,861,104558
844,862,116985
845,864,114936
846,865,114474
847,866,115736
848,867,115836
849,868,101692
850,869,116745
851,870,119214
852,871,116934
853,872,109066
854,873,75169
855,874,113542
856,875,110693
857,876,106544
858,877,116418
859,878,112607
860,879,120004
861,880,116654
862,881,116311
863,882,117965
864,884,114592
865,885,115725
866,886,115783
867,887,120271
868,889,109001
869,890,94822
870,891,113253
871,892,117991
872,893,117093
873,894,24252
874,895,105729
875,896,111019
876,897,35896
877,898,32904
878,899,45152
879,900,43278
880,901,50419
881,902,54698
882,903,52357
883,904,47396
884,905,25316
885,906,36855
886,907,25164
887,908,53125
888,909,53604
889,910,53291
890,911,56923
891,912,34583
892,913,33870
893,914,58385
894,915,47437
895,916,46250
896,917,31580
897,918,37059
898,919,32138
899,920,31381
900,921,84370
901,922,43014
902,923,33467
903,924,62622
904,925,39428
905,926,42192
906,927,32143
907,928,32976
908,929,32484
909,930,38787
910,931,38109
911,932,50105
912,933,48728
913,934,42451
914,935,45537
915,936,31725
916,937,50658
917,938,51658
918,939,52126
919,940,29843
920,941,32762
921,942,37008
922,943,39420
923,944,29162
924,945,27125
925,946,35446
926,947,28010
927,948,49261
928,949,48028
929,950,25878
930,951,32599
931,952,48960
932,953,38650
933,954,31679
934,955,29947
935,956,34012
936,957,17350
937,958,36094
938,959,25586
939,960,38300
940,961,27893
941,962,32022
942,963,41509
943,964,39152
944,965,26029
945,966,38235
946,967,36241
947,968,63350
948,969,43265
949,970,46414
950,971,51459
951,972,47162
952,973,33891
953,974,29855
954,975,29588
955,976,22879
956,977,27980
957,979,114007
958,980,93229
959,981,118927
960,982,48491
961,983,113730
962,984,117357
963,985,117669
964,986,116329
965,987,118742
966,988,116442
967,989,114354
968,990,117011
969,991,117039
970,992,117473
971,993,116635
972,994,115678
973,996,116830
974,997,115847
975,998,117603
976,999,115438
977,1000,115994
978,1001,83587
979,1002,116167
980,1003,116259
981,1004,116421
982,1005,116000
983,1006,115862
984,1007,72653
985,1008,47977
986,1009,72951
987,1010,64603
988,1011,71607
989,1012,50798
990,1013,55277
991,1014,54195
992,1015,107131
993,1016,53271
994,1017,54357
995,1018,59793
996,1019,46672
997,1020,106611
998,1021,109127
999,1022,42332
1000,1023,63819
1001,1024,38166
1002,1025,57546
1003,1026,41890
1004,1027,102798
1005,1028,58331
1006,1029,33563
1007,1030,76538
1008,1031,66817
1009,1032,43274
1010,1033,82406
1011,1034,116361
1012,1035,59742
1013,1036,95016
1014,1037,104692
1015,1038,118044
1016,1039,114597
1017,1040,117582
1018,1041,117589
1019,1042,117887
1020,1043,117924
1021,1044,117791
1022,1045,116928
1023,1046,115640
1024,1047,116908
1025,1049,116409
1026,1050,116913
1027,1051,117958
1028,1052,117400
1029,1053,117202
1030,1054,116404
1031,1055,120107
1032,1056,116722
1033,1057,116242
1034,1058,115600
1035,1059,117509
1036,1060,117802
1037,1061,117665
1038,1062,117781
1039,1063,116714
1040,1065,43140
1041,1066,29546
1042,1067,28757
1043,1068,39286
1044,1069,37101
1045,1070,44863
1046,1071,109823
1047,1073,67992
1048,1075,111622
1049,1076,55018
1050,1077,70707
1051,1078,66808
1052,1079,95159
1053,1080,79470
1054,1081,84865
1055,1082,68334
1056,1083,59243
1057,1084,61418
1058,1085,52027
1059,1086,46912
1060,1087,113731
1061,1088,92890
1062,1089,105236
1063,1090,91763
1064,1091,98627
1065,1092,103772
1066,1093,101761
1067,1094,104036
1068,1095,104348
1069,1096,84707
1070,1097,83866
1071,1098,117577
1072,1099,29992
1073,1100,99371
1074,1101,92099
1075,1102,115531
1076,1103,48545
1077,1104,44081
1078,1105,115885
1079,1106,116859
1080,1107,102336
1081,1109,115870
1082,1110,115684
1083,1111,117040
1084,1112,117284
1085,1113,115580
1086,1114,116378
1087,1115,114472
1088,1116,113057
1089,1117,116581
1090,1118,114622
1091,1119,112907
1092,1120,117318
1093,1121,116422
1094,1122,114147
1095,1123,117320
1096,1124,82846
1097,1125,72081
1098,1126,101775
1099,1127,96754
1100,1128,80749
1101,1129,82340
1102,1130,82533
1103,1131,91288
1104,1132,91480
1105,1133,111357
1106,1134,107274
1107,1135,81375
1108,1136,71853
1109,1137,116587
1110,1138,112777
1111,1139,116245
1112,1140,116212
1113,1141,113328
1114,1142,116403
1115,1143,117968
1116,1144,116886
1117,1145,117677
1118,1146,112759
1119,1147,118147
1120,1148,108598
1121,1149,110173
1122,1150,84589
1123,1151,109781
1124,1152,40427
1125,1153,40723
1126,1154,39881
1127,1155,92281
1128,1156,34493
1129,1157,39004
1130,1158,26465
1131,1159,26656
1132,1160,25799
1133,1161,78875
1134,1162,69198
1135,1163,110521
1136,1164,60304
1137,1165,115715
1138,1166,113031
1139,1167,116059
1140,1168,115610
1141,1169,99028
1142,1170,112483
1143,1171,103850
1144,1172,95765
1145,1173,97108
1146,1174,109942
1147,1175,101700
1148,1176,101765
1149,1177,101811
1150,1178,50825
1151,1179,99703
1152,1180,102014
1153,1181,120121
1154,1183,116209
1155,1184,102426
1156,1185,97937
1157,1186,98724
1158,1187,105107
1159,1188,105488
1160,1189,96257
1161,1190,101026
1162,1191,102370
1163,1192,100332
1164,1193,73486
1165,1194,78446
1166,1196,80684
1167,1197,93779
1168,1198,82971
1169,1199,88846
1170,1200,90605
1171,1201,60196
1172,1202,94336
1173,1203,50083
1174,1204,56172
1175,1206,66921
1176,1207,56592
1177,1208,78788
1178,1209,64116
1179,1210,86190
1180,1211,93191
1181,1212,41959
1182,1213,99685
1183,1214,78748
1184,1215,106308
1185,1216,95250
1186,1217,89881
1187,1218,97202
1188,1219,54215
1189,1220,80455
1190,1221,71562
1191,1222,93058
1192,1223,104361
1193,1224,97499
1194,1225,86879
1195,1226,45061
1196,1227,87843
1197,1228,81398
1198,1230,75686
1199,1231,86197
1200,1232,79944
1201,1233,82096
1202,1234,70735
1203,1235,67185
1204,1236,103130
1205,1237,50976
1206,1238,85859
1207,1240,88247
1208,1241,103873
1209,1242,97441
1210,1243,100519
1211,1244,79522
1212,1245,100150
1213,1246,97165
1214,1247,61722
1215,1248,52311
1216,1249,100263
1217,1250,50212
1218,1251,56801
1219,1252,71315
1220,1253,43456
1221,1254,40897
1222,1255,92610
1223,1256,23969
1224,1257,88794
1225,1258,81505
1226,1259,92005
1227,1260,22100
1228,1261,92991
1229,1262,57115
1230,1263,77416
1231,1264,82269
1232,1265,107048
1233,1266,105695
1234,1267,56218
1235,1268,100436
1236,1269,36613
1237,1270,88763
1238,1271,101921
1239,1272,66206
1240,1273,90967
1241,1274,94625
1242,1275,91203
1243,1276,61512
1244,1277,99334
1245,1278,72431
1246,1279,102536
1247,1280,101640
1248,1281,32553
1249,1282,32455
1250,1283,44706
1251,1284,38355
1252,1285,97493
1253,1286,81534
1254,1287,52618
1255,1288,88258
1256,1289,85809
1257,1290,94006
1258,1291,97576
1259,1292,78841
1260,1293,83987
1261,1295,96332
1262,1296,91867
1263,1297,89886
1264,1298,84503
1265,1299,87553
1266,1300,89606
1267,1301,49223
1268,1302,97351
1269,1303,73341
1270,1304,64115
1271,1305,87884
1272,1306,101458
1273,1307,98635
1274,1308,113369
1275,1309,114089
1276,1310,116589
1277,1311,117550
1278,1312,116293
1279,1313,116953
1280,1314,115754
1281,1315,114093
1282,1316,115548
1283,1317,116601
1284,1318,112537
1285,1319,107314
1286,1320,103644
1287,1321,82010
1288,1322,103678
1289,1323,85159
1290,1324,115535
1291,1325,106262
1292,1326,83550
1293,1327,78767
1294,1328,99030
1295,1329,71233
1296,1330,90655
1297,1331,75704
1298,1332,92632
1299,1333,56869
1300,1334,51418
1301,1335,82083
1302,1336,101492
1303,1337,37549
1304,1339,103874
1305,1340,26138
1306,1341,74258
1307,1342,103919
1308,1343,101540
1309,1344,55824
1310,1345,74285
1311,1346,83722
1312,1347,87800
1313,1348,13442
1314,1349,91651
1315,1350,75005
1316,1351,115710
1317,1352,115495
1318,1353,117057
1319,1354,115751
1320,1355,119791
1321,1356,117731
1322,1357,117631
1323,1358,117666
1324,1359,116705
1325,1360,84116
1326,1361,117293
1327,1363,117372
1328,1364,113557
1329,1365,117477
1330,1366,115988
1331,1367,115433
1332,1368,42354
1333,1369,110171
1334,1370,99423
1335,1371,79945
1336,1372,102975
1337,1373,98382
1338,1374,84726
1339,1375,88170
1340,1376,92007
1341,1377,103776
1342,1378,96487
1343,1379,100994
1344,1380,77631
1345,1381,84021
1346,1382,100114
1347,1383,115471
1348,1384,117773
1349,1385,105690
1350,1386,52287
1351,1387,73195
1352,1388,77766
1353,1389,85750
1354,1390,117119
1355,1391,116996
1356,1392,115906
1357,1393,116695
1358,1394,93822
1359,1395,94155
1360,1396,105435
1361,1397,115633
1362,1398,116621
1363,1399,116999
1364,1400,117691
1365,1401,116410
1366,1404,119783
1367,1405,115641
1368,1406,112769
1369,1407,117571
1370,1408,104691
1371,1409,117038
1372,1410,116240
1373,1411,116477
1374,1412,117690
1375,1413,118163
1376,1414,117091
1377,1415,118100
1378,1416,116250
1379,1417,117364
1380,1419,67959
1381,1420,117028
1382,1421,113212
1383,1422,119731
1384,1423,116506
1385,1424,116640
1386,1425,119115
1387,1426,120550
1388,1427,120390
1389,1428,112362
1390,1429,116704
1391,1430,120414
1392,1431,118708
1393,1432,119664
1394,1433,110425
1395,1434,123281
1396,1436,80714
1397,1437,106535
1398,1438,118928
1399,1439,119644
1400,1440,106266
1401,1441,106387
1402,1442,119937
1403,1443,117907
1404,1444,109949
1405,1445,119640
1406,1446,116790
1407,1447,119225
1408,1448,116310
1409,1449,118111
1410,1450,116754
1411,1453,118691
1412,1454,120238
1413,1455,116565
1414,1456,119887
1415,1457,119141
1416,1458,120357
1417,1459,118548
1418,1460,120317
1419,1461,120434
1420,1462,118042
1421,1463,120318
1422,1464,116922
1423,1465,120036
1424,1466,119008
1425,1467,117544
1426,1468,118750
1427,1470,120014
1428,1471,118762
1429,1472,118859
1430,1473,118702
1431,1474,119432
1432,1475,116743
1433,1476,119951
1434,1477,119572
1435,1479,120053
1436,1480,120152
1437,1482,118064
1438,1483,115964
1439,1484,116041
1440,1485,119528
1441,1486,117422
1442,1487,120094
1443,1488,118972
1444,1489,118829
1445,1490,118663
1446,1493,116931
1447,1495,120389
1448,1496,118623
1449,1497,119013
1450,1498,119381
1451,1499,118615
1452,1500,119229
1453,1501,116762
1454,1502,116783
1455,1503,118541
1456,1504,113314
1457,1507,119859
1458,1508,120366
1459,1509,118586
1460,1510,118783
1461,1511,117050
1462,1513,120032
1463,1514,116295
1464,1515,120461
1465,1516,115886
1466,1517,118655
1467,1518,118771
1468,1519,115760
1469,1520,115927
1470,1522,117482
1471,1523,120383
1472,1524,105660
1473,1525,120479
1474,1526,119109
1475,1527,119116
1476,1528,116643
1477,1529,119809
1478,1531,116920
1479,1532,120190
1480,1533,117398
1481,1534,58985
1482,1535,119578
1483,1537,117615
1484,1538,120087
1485,1539,120394
1486,1541,118556
1487,1542,115744
1488,1543,118964
1489,1544,119567
1490,1545,117359
1491,1546,117561
1492,1547,120118
1493,1548,118117
1494,1549,114303
1495,1550,120373
1496,1551,118787
1497,1552,118880
1498,1553,116834
1499,1554,114134
1500,1555,112951
1501,1556,120179
1502,1557,117724
1503,1558,117775
1504,1559,113968
1505,1561,118127
1506,1562,118688
1507,1563,119019
1508,1564,120034
1509,1565,116502
1510,1566,119282
1511,1567,119502
1512,1568,116949
1513,1569,119738
1514,1570,105569
1515,1571,115856
1516,1572,57345
1517,1573,119094
1518,1574,119098
1519,1575,116384
1520,1577,117076
1521,1578,113425
1522,1579,116334
1523,1580,119654
1524,1581,119848
1525,1582,120512
1526,1583,120133
1527,1584,118884
1528,1585,116930
1529,1586,119173
1530,1587,82198
1531,1588,119190
1532,1589,118887
1533,1590,119081
1534,1591,120177
1535,1592,118570
1536,1593,119896
1537,1594,119361
1538,1595,119152
1539,1596,118818
1540,1597,118883
1541,1598,118966
1542,1599,120207
1543,1600,120112
1544,1601,119311
1545,1602,119509
1546,1603,119675
1547,1604,119695
1548,1605,119086
1549,1606,119484
1550,1608,118571
1551,1609,118531
1552,1610,99810
1553,1611,102494
1554,1612,119465
1555,1613,120197
1556,1614,119360
1557,1615,119051
1558,1616,119874
1559,1617,119488
1560,1619,120102
1561,1620,119468
1562,1621,120169
1563,1622,119457
1564,1623,120524
1565,1624,120323
1566,1625,119174
1567,1626,119123
1568,1627,120399
1569,1628,119557
1570,1629,119632
1571,1630,123953
1572,1631,118647
1573,1632,120151
1574,1633,120402
1575,1635,119349
1576,1636,120192
1577,1639,118842
1578,1640,119326
1579,1641,119164
1580,1642,116631
1581,1643,119280
1582,1644,119345
1583,1645,118971
1584,1646,120029
1585,1647,119906
1586,1648,119324
1587,1649,119107
1588,1650,120481
1589,1651,120303
1590,1652,120539
1591,1653,119177
1592,1654,119095
1593,1655,119891
1594,1656,120257
1595,1657,120529
1596,1658,119535
1597,1659,119338
1598,1660,119080
1599,1661,119210
1600,1662,118900
1601,1663,83131
1602,1664,117221
1603,1665,118689
1604,1666,119327
1605,1667,119592
1606,1668,119832
1607,1669,120275
1608,1670,120490
1609,1671,119527
1610,1672,119978
1611,1673,118749
1612,1674,90329
1613,1675,119365
1614,1676,120201
1615,1677,118901
1616,1678,107282
1617,1679,118836
1618,1680,120148
1619,1681,119707
1620,1682,120382
1621,1683,120520
1622,1684,119723
1623,1685,116592
1624,1686,119994
1625,1687,119395
1626,1688,118617
1627,1689,120483
1628,1690,118583
1629,1692,112318
1630,1693,118607
1631,1694,118632
1632,1695,123385
1633,1696,118698
1634,1697,109266
1635,1698,118764
1636,1699,118804
1637,1701,118954
1638,1702,119137
1639,1703,119142
1640,1704,119217
1641,1705,116465
1642,1706,116490
1643,1707,119303
1644,1708,119352
1645,1709,130073
1646,1711,119668
1647,1713,119715
1648,1714,117167
1649,1715,119819
1650,1716,119845
1651,1717,120082
1652,1718,120222
1653,1719,120255
1654,1720,128755
1655,1721,120338
1656,1722,120347
1657,1723,117994
1658,1724,118230
1659,1725,119052
1660,1726,119925
1661,1727,119314
1662,1728,120521
1663,1729,119396
1664,1730,119485
1665,1731,119718
1666,1732,118715
1667,1733,118566
1668,1734,119590
1669,1735,119223
1670,1738,120881
1671,1739,118539
1672,1740,119655
1673,1742,119988
1674,1743,129758
1675,1744,120670
1676,1746,120820
1677,1747,120885
1678,1748,118929
1679,1749,116845
1680,1750,120478
1681,1752,120696
1682,1753,120693
1683,1754,119099
1684,1755,120122
1685,1756,118643
1686,1757,112913
1687,1759,119815
1688,1760,120185
1689,1762,118956
1690,1764,128690
1691,1765,119521
1692,1767,119734
1693,1768,119711
1694,1769,120008
1695,1770,120594
1696,1771,119784
1697,1772,118747
1698,1773,114690
1699,1774,133090
1700,1776,120707
1701,1777,120888
1702,1779,120184
1703,1780,118662
1704,1781,116379
1705,1782,119548
1706,1783,120782
1707,1784,119822
1708,1785,99939
1709,1787,145302
1710,1788,119656
1711,1789,114322
1712,1791,119594
1713,1792,120873
1714,1793,120491
1715,1794,119574
1716,1795,112619
1717,1796,140282
1718,1797,120661
1719,1798,118744
1720,1799,120241
1721,1801,120744
1722,1804,120769
1723,1805,120890
1724,1806,125454
1725,1807,120642
1726,1809,119250
1727,1810,119942
1728,1811,119780
1729,1812,120510
1730,1814,120793
1731,1815,119049
1732,1816,124179
1733,1817,119560
1734,1819,120219
1735,1820,120108
1736,1821,120772
1737,1822,120645
1738,1824,119305
1739,1825,119905
1740,1826,120598
1741,1827,124295
1742,1829,118851
1743,1830,119139
1744,1831,120738
1745,1832,119272
1746,1833,120749
1747,1834,120176
1748,1835,120632
1749,1836,120728
1750,1837,120773
1751,1839,120765
1752,1840,124718
1753,1841,119196
1754,1842,118229
1755,1843,120213
1756,1844,118819
1757,1845,120906
1758,1846,119792
1759,1847,117443
1760,1848,118755
1761,1849,119947
1762,1850,130019
1763,1851,119508
1764,1852,118727
1765,1853,118577
1766,1854,120723
1767,1855,120725
1768,1856,138563
1769,1857,119987
1770,1858,117786
1771,1859,120265
1772,1860,119448
